department,region,education,gender,recruitment_channel,no_of_trainings,age,KPIs_met >60%,awards_won?,avg_training_score
5,25,2,1,3,2,27,1,0,83
5,7,1,1,3,1,33,0,0,82
1,13,2,1,3,1,28,0,0,52
4,2,1,1,3,1,46,1,0,83
3,15,1,0,3,1,36,0,0,71
3,4,1,1,3,1,43,0,0,72
2,2,2,1,3,2,32,0,0,56
4,20,2,1,3,4,34,1,1,84
3,2,3,1,1,2,20,0,0,70
1,31,1,1,1,1,43,1,0,47
2,2,2,0,2,1,38,0,0,62
1,14,2,0,3,2,34,0,0,48
3,31,2,1,3,2,33,0,0,71
1,2,2,0,3,1,37,0,0,50
3,7,1,1,3,2,42,0,0,71
7,7,2,0,3,1,25,0,0,54
1,5,2,0,3,1,32,0,0,51
5,28,2,1,3,3,29,1,0,85
3,2,1,0,3,1,47,1,0,69
2,2,1,0,1,1,51,1,0,65
5,19,2,1,3,1,37,1,0,83
2,2,1,0,3,1,51,1,0,63
2,22,2,1,1,1,28,1,0,60
4,26,1,0,1,2,35,1,0,79
5,31,2,0,3,1,26,0,0,84
1,16,2,1,3,1,24,0,0,54
2,31,2,0,1,1,34,0,0,61
3,4,1,0,3,1,34,0,0,69
1,23,2,0,3,1,35,0,0,48
2,2,2,0,3,1,47,1,0,63
1,16,2,1,1,2,25,0,0,48
3,19,2,1,3,1,32,0,0,69
1,4,1,1,3,1,41,0,0,50
1,18,2,1,3,1,38,0,0,49
1,5,1,1,1,2,41,0,0,50
5,28,2,1,1,1,35,0,0,84
5,30,2,1,1,1,28,1,0,81
2,5,2,0,1,1,29,0,0,59
5,27,2,1,3,1,31,0,0,89
2,7,2,1,3,2,41,0,0,59
2,8,2,1,3,1,36,0,0,63
1,28,2,1,1,2,26,0,0,43
5,22,2,1,1,3,27,0,0,88
1,30,2,0,3,1,35,0,0,48
3,5,2,1,1,1,27,1,0,74
5,13,1,1,3,1,33,1,0,87
5,23,2,1,3,2,34,0,0,82
6,27,2,0,1,1,25,0,0,55
6,5,2,1,3,1,36,1,0,56
3,2,1,0,3,1,45,0,0,71
3,2,2,1,1,1,52,0,0,70
6,2,2,1,3,1,41,0,0,58
2,15,2,1,2,1,36,1,0,62
3,2,1,1,3,1,42,0,0,69
1,24,2,1,3,2,32,0,0,55
2,15,2,0,1,1,27,0,0,55
1,15,1,1,1,1,33,1,0,50
5,28,1,1,3,3,32,1,0,82
1,7,2,1,3,1,52,0,0,51
6,2,1,1,3,1,38,0,0,63
1,11,1,1,3,1,31,0,0,51
1,28,1,1,3,1,31,0,0,51
1,1,1,1,1,1,37,1,0,50
1,28,1,1,1,1,32,0,0,49
2,4,1,1,1,1,37,1,0,60
1,4,1,1,1,1,33,1,0,48
2,11,2,1,3,1,32,0,0,61
4,2,1,1,1,1,40,1,0,76
4,26,2,0,1,1,35,0,0,76
1,28,1,0,3,1,33,1,0,47
5,26,2,1,3,1,26,0,0,84
2,2,1,1,1,1,34,1,0,58
5,28,1,1,3,2,31,0,0,86
1,13,2,1,1,1,45,0,0,51
5,2,2,1,3,1,36,0,0,88
2,27,1,1,1,1,40,0,0,57
4,7,1,1,3,1,39,0,0,79
1,7,1,1,3,1,44,0,0,51
3,22,2,1,3,2,29,0,0,72
1,20,2,1,3,1,29,1,0,51
1,4,2,1,1,3,47,0,0,50
5,22,2,0,1,1,26,0,0,86
1,28,2,1,3,2,26,0,0,48
4,2,1,1,3,1,52,1,0,82
2,19,2,0,3,1,29,0,0,58
2,15,1,1,1,1,33,0,0,60
2,34,2,1,1,1,28,0,0,62
1,20,2,1,1,1,30,1,0,49
2,20,1,1,3,1,36,1,0,59
4,7,2,0,3,1,31,0,0,82
4,24,2,0,1,1,24,0,0,81
3,2,1,1,3,3,45,1,0,66
5,24,1,1,3,2,32,0,0,84
2,22,2,1,1,1,29,1,0,63
1,2,2,1,1,2,34,0,0,47
4,14,2,1,1,1,44,0,0,74
2,1,2,0,1,2,32,1,0,61
1,6,2,1,3,1,29,0,0,52
1,26,2,1,3,2,44,0,0,47
6,7,2,1,3,1,29,0,0,55
6,2,3,1,1,1,22,0,0,61
2,26,1,1,3,1,39,0,0,60
4,22,2,0,3,1,23,0,0,81
1,6,2,0,3,1,29,0,0,51
2,15,2,1,3,1,31,0,0,58
1,11,1,1,3,2,30,0,0,51
1,19,2,1,3,1,44,0,0,48
7,3,2,0,3,1,27,1,0,48
4,22,1,0,1,1,37,0,0,81
2,4,1,1,3,1,26,0,0,62
2,7,2,0,3,1,34,0,0,54
2,8,2,0,3,1,31,1,0,55
9,7,2,1,3,1,32,0,0,85
4,27,2,1,3,1,27,1,0,83
2,22,2,1,3,1,47,0,0,63
7,22,3,1,1,1,22,1,0,51
7,16,2,1,3,1,36,0,0,50
3,2,2,0,1,1,40,0,0,70
7,32,2,1,3,1,31,0,0,46
1,23,1,1,1,1,47,1,0,48
7,22,2,0,1,1,30,0,0,52
2,23,1,0,1,1,40,1,0,64
3,2,2,1,1,2,51,0,0,67
4,22,2,0,3,1,30,0,0,79
6,4,1,1,3,1,37,1,1,64
4,22,2,0,1,1,29,0,0,75
7,2,1,1,1,1,59,0,0,53
1,2,1,1,3,1,34,0,0,47
1,2,2,1,3,2,30,0,0,50
3,15,2,0,1,1,34,0,0,65
1,30,2,0,3,1,30,0,0,47
1,13,1,1,3,1,50,0,0,45
2,13,2,0,3,1,34,0,0,58
1,10,2,1,1,1,29,0,0,47
4,16,2,1,3,1,31,0,0,80
1,25,2,1,3,2,33,0,0,51
1,28,2,1,1,1,41,0,0,49
7,7,1,1,1,1,41,1,0,51
1,22,1,0,3,1,27,0,0,50
2,4,1,1,3,1,42,1,0,55
1,22,1,1,3,1,37,0,0,54
3,14,2,1,1,1,27,1,0,70
6,31,2,1,1,3,41,0,0,60
5,2,1,1,1,1,56,0,0,88
5,1,2,1,3,1,32,0,0,82
2,2,2,1,3,1,30,1,0,55
1,12,2,1,3,1,26,0,0,44
6,30,2,1,1,1,26,0,0,61
5,29,2,1,1,1,31,0,0,85
4,16,2,0,1,1,33,0,0,78
2,15,1,1,1,1,36,0,0,65
1,9,2,1,1,2,26,0,0,53
2,2,1,1,3,1,34,0,0,62
1,20,2,1,1,1,28,0,0,46
3,14,2,1,1,1,27,0,0,66
3,26,2,1,3,1,42,0,0,65
1,1,2,1,3,1,35,0,0,53
5,26,2,1,3,1,33,0,0,83
9,2,2,0,3,1,39,1,0,88
4,2,2,1,1,1,31,0,0,80
1,19,2,1,3,1,34,0,0,48
2,2,1,1,3,1,57,1,0,63
9,2,2,1,1,2,37,1,0,86
1,2,1,0,3,1,51,1,0,48
2,2,2,0,1,2,32,0,0,57
1,34,2,1,1,1,29,0,0,48
6,2,2,0,1,1,34,1,0,59
1,2,2,0,1,1,22,0,0,52
1,4,2,0,3,1,28,0,0,52
2,2,1,0,3,1,37,1,0,54
6,2,1,1,3,1,34,0,0,58
4,2,2,0,3,1,52,0,0,78
2,23,2,0,3,1,35,1,0,58
6,30,2,1,1,1,28,0,0,62
1,6,2,1,1,1,34,0,0,52
1,2,2,0,1,2,51,0,0,53
3,13,2,1,3,1,45,0,0,69
6,2,2,1,3,2,36,1,0,61
6,2,2,1,3,2,45,1,0,55
1,25,2,1,3,2,28,0,0,53
2,31,1,1,3,1,36,0,0,63
1,2,2,1,1,2,32,1,0,54
1,7,2,1,3,1,38,0,0,48
1,26,2,1,3,1,43,1,0,46
5,32,2,1,3,1,28,1,0,82
1,24,2,1,1,1,33,1,0,53
1,25,1,1,1,1,41,0,0,50
8,5,2,1,1,1,26,0,0,58
1,7,2,1,3,2,31,1,0,46
1,2,1,1,1,1,33,1,0,45
2,2,1,1,1,1,41,1,0,55
1,32,2,0,3,1,29,0,0,47
1,4,2,1,3,1,30,0,0,46
2,2,2,1,1,1,45,1,0,59
1,13,1,1,1,1,31,1,0,52
2,2,2,1,1,1,55,0,0,59
4,5,2,1,3,2,32,0,0,78
1,6,2,1,3,1,28,0,0,54
3,19,2,1,1,1,29,0,0,71
2,17,2,0,3,1,38,1,0,62
4,13,1,1,3,1,45,1,0,77
5,7,2,1,3,1,41,1,0,86
1,22,2,0,1,1,29,0,0,50
2,7,2,0,1,1,35,1,0,55
2,22,2,0,1,1,24,1,0,56
2,7,2,0,3,1,45,1,0,62
1,2,1,1,1,1,53,0,0,50
1,22,2,1,1,2,25,0,0,49
2,2,1,0,3,1,52,1,0,66
4,27,2,0,1,1,25,0,0,79
6,26,2,0,1,1,31,1,0,60
5,32,2,1,1,1,30,0,0,86
2,2,2,0,1,1,34,0,0,60
2,2,2,0,1,2,42,0,0,59
6,6,2,0,1,2,26,1,0,61
4,7,1,1,1,1,51,0,0,79
1,20,2,1,3,1,34,0,0,46
5,15,1,1,1,3,33,1,0,83
5,22,2,1,3,2,32,0,0,85
4,6,2,1,3,1,32,0,0,76
1,2,1,1,1,1,55,0,0,50
3,1,2,1,3,1,29,0,0,74
2,22,2,1,2,1,42,0,0,61
3,2,1,0,1,1,57,0,0,69
3,27,1,1,3,1,38,1,0,74
4,13,1,1,3,1,53,0,0,81
1,22,1,1,3,1,21,0,0,52
5,28,2,1,1,1,36,0,0,85
5,20,1,1,1,1,33,0,0,80
6,2,1,1,3,1,34,0,0,60
3,12,2,1,3,1,29,1,0,70
3,30,2,1,3,1,30,1,0,73
4,15,2,1,3,1,30,1,0,85
1,31,2,1,1,1,47,0,0,50
4,5,2,1,1,1,37,0,0,75
2,7,2,0,3,1,39,1,0,60
1,32,2,1,1,1,28,0,0,50
4,2,1,1,3,2,43,0,0,78
6,13,2,0,3,1,37,1,0,59
2,2,1,0,3,1,60,0,0,62
1,11,2,1,3,1,46,0,0,43
3,7,1,1,1,1,33,0,0,74
6,27,2,1,3,1,24,0,0,60
2,22,1,1,3,1,39,0,0,61
4,23,2,0,3,1,33,0,0,82
2,4,1,1,3,1,26,1,0,57
1,20,2,1,3,2,28,1,1,49
1,31,2,1,3,1,39,0,0,51
1,3,2,1,3,1,41,0,0,49
3,26,2,1,1,1,29,0,0,72
1,3,1,1,3,1,40,0,0,48
2,22,1,1,3,1,42,0,0,60
2,31,2,1,1,1,30,1,0,59
4,19,2,1,3,1,46,0,0,80
1,11,2,1,1,1,37,0,0,49
1,7,2,1,3,1,45,0,0,50
7,26,2,1,3,1,29,0,0,48
7,2,2,0,2,1,36,1,0,53
1,31,1,1,3,1,46,1,0,48
1,7,2,1,3,1,28,0,0,51
4,26,1,1,1,1,39,0,0,77
7,2,1,1,3,1,37,0,0,50
1,16,1,1,1,1,58,0,0,53
9,22,2,1,3,2,31,0,0,89
1,13,2,1,1,1,34,0,0,47
2,31,2,1,1,1,36,1,0,59
2,2,2,0,3,1,28,0,0,57
7,26,2,1,1,1,26,1,0,51
2,15,2,1,1,1,51,0,0,54
3,22,1,1,3,1,42,0,0,70
4,10,1,0,3,2,31,0,0,82
1,4,1,1,3,1,45,0,0,45
5,31,2,1,3,1,32,1,0,85
3,4,1,1,1,1,38,1,0,71
3,17,2,1,3,1,42,1,0,68
5,22,2,1,1,1,31,0,0,82
2,22,2,1,1,1,27,1,0,61
6,1,1,0,1,1,31,0,0,60
9,11,2,1,1,4,31,0,0,87
9,31,2,1,3,2,32,0,0,80
1,7,2,1,3,1,37,0,0,47
1,15,2,1,3,4,31,0,0,47
1,13,2,1,3,1,41,0,0,51
2,22,2,0,1,1,31,1,0,60
2,15,2,0,1,1,42,0,0,65
3,2,2,0,2,1,29,0,1,75
2,7,2,1,3,1,40,1,0,60
7,2,2,0,1,1,30,0,0,52
5,15,2,1,1,1,33,0,0,84
2,15,1,1,3,1,36,0,0,57
2,6,2,0,3,2,26,1,0,58
3,31,2,1,1,1,37,0,0,68
4,13,2,1,1,1,50,0,0,80
4,26,1,1,3,1,53,0,0,78
3,20,2,1,1,5,31,1,0,73
3,22,1,1,3,1,33,1,0,67
1,4,2,1,3,1,32,0,0,47
1,1,2,1,3,1,34,0,0,55
7,7,2,1,1,1,50,1,0,47
1,28,2,1,1,1,33,0,0,46
5,22,2,1,3,2,27,1,0,84
4,34,2,0,1,1,26,0,0,83
2,20,2,1,3,1,26,0,0,63
1,22,2,1,3,2,42,0,0,51
3,17,2,1,3,1,41,0,0,69
2,2,2,1,1,1,41,0,0,63
9,4,1,1,1,1,34,0,0,84
4,33,1,1,1,1,46,0,0,77
1,6,2,1,1,1,31,0,0,52
7,10,1,0,3,1,33,0,0,51
2,11,2,1,3,1,41,0,0,61
2,2,1,0,3,1,38,0,0,57
3,16,1,1,3,1,42,1,0,73
5,5,2,1,3,1,36,1,0,81
3,7,2,0,1,1,32,0,0,67
1,31,2,1,3,1,39,0,0,51
2,2,2,1,3,1,34,0,0,61
6,12,2,1,3,1,28,0,0,56
1,22,2,1,1,1,38,1,0,51
1,2,2,0,3,1,31,1,0,43
1,26,2,1,1,1,27,0,0,41
2,32,2,1,3,1,28,0,0,58
8,4,2,1,3,1,29,0,0,59
1,30,2,1,1,1,43,0,0,48
1,2,2,1,3,1,39,0,0,52
5,22,2,1,1,1,29,1,0,89
1,7,2,1,3,2,39,0,0,47
2,20,2,1,3,1,27,0,0,58
3,13,2,1,3,1,36,0,0,64
5,22,1,1,3,1,33,1,0,85
2,4,1,1,3,1,39,1,0,63
1,29,2,0,3,1,28,0,0,50
6,13,2,1,3,1,33,1,0,61
1,32,2,0,3,1,27,0,0,53
1,2,2,1,3,1,58,0,0,53
3,5,2,1,1,1,32,0,0,71
1,29,2,1,3,1,29,0,0,49
3,30,2,0,1,1,28,0,0,66
1,30,2,1,1,3,31,0,0,46
1,13,1,1,1,1,37,0,0,49
6,2,1,1,3,1,55,0,0,59
3,15,2,0,1,1,31,1,0,70
1,4,2,1,3,1,54,0,0,54
1,15,1,1,3,1,23,0,0,51
1,13,2,1,3,2,43,0,0,55
8,11,2,1,3,1,32,1,0,57
1,31,2,1,3,1,29,0,0,45
4,27,1,1,1,1,33,0,0,78
3,8,2,1,1,1,26,0,0,68
8,27,2,0,3,1,28,0,0,64
7,27,2,1,3,1,24,0,0,47
5,13,2,1,1,2,30,0,0,87
1,19,2,1,3,2,42,0,0,51
2,22,2,1,3,1,40,1,0,58
2,7,2,1,1,1,35,1,0,60
4,13,2,1,3,1,38,0,0,79
4,34,2,1,3,1,32,0,0,79
2,19,1,0,3,1,40,1,0,55
7,7,2,1,1,1,34,1,0,50
3,22,1,0,1,1,31,0,0,70
2,7,2,1,1,2,36,1,0,56
1,27,1,1,3,1,37,0,0,48
2,30,2,1,1,1,45,0,0,57
2,13,2,1,1,1,40,1,0,66
4,22,2,1,1,1,30,0,0,78
2,21,2,1,3,1,25,0,0,60
1,16,2,1,1,1,50,0,0,52
1,11,2,1,3,3,37,0,0,50
6,2,2,1,3,1,36,1,0,61
1,2,2,1,1,2,38,0,0,53
1,16,2,0,3,1,28,0,1,49
1,26,2,1,3,1,41,0,0,51
2,22,1,1,2,1,41,1,0,57
1,2,1,0,1,2,42,0,0,47
1,31,2,1,3,1,24,0,0,48
1,7,2,1,3,1,49,1,0,50
1,11,1,1,1,2,36,0,0,50
3,25,2,1,1,1,27,0,0,66
5,22,2,1,1,1,27,0,0,83
4,13,2,1,3,1,25,0,0,77
1,22,2,1,1,2,28,1,0,55
1,26,1,1,3,1,37,1,0,48
1,7,2,1,1,1,36,1,0,50
1,22,2,1,1,3,29,0,0,47
4,2,2,1,1,1,43,0,0,75
9,13,1,1,1,1,40,1,0,89
6,2,1,1,1,2,43,1,0,61
2,11,2,1,3,1,41,0,0,61
1,14,2,1,3,1,32,0,0,50
1,2,2,1,1,1,34,1,0,49
3,7,1,0,1,2,33,0,0,69
5,29,2,1,1,1,25,0,0,88
5,21,2,1,3,1,33,0,0,86
4,22,2,1,3,3,29,1,0,77
3,2,1,0,1,1,43,0,0,69
3,7,2,1,3,1,30,0,0,76
5,7,2,1,3,2,31,0,0,80
5,22,2,0,1,1,28,0,0,84
1,29,2,1,3,1,28,1,0,52
2,13,2,1,3,1,40,0,0,58
1,27,2,0,3,2,25,1,0,49
3,2,1,1,3,5,34,0,0,69
3,2,2,1,3,1,27,0,0,70
8,16,2,0,1,1,29,1,0,56
9,11,1,1,3,1,29,0,0,91
9,2,2,1,1,1,30,0,0,86
9,27,2,1,1,2,30,0,0,84
3,10,1,1,3,1,32,0,0,73
1,27,2,0,3,1,28,0,0,47
5,22,2,0,3,2,31,0,0,84
3,2,2,0,1,1,24,0,0,73
2,29,2,1,1,1,27,0,0,67
2,2,2,0,3,1,38,0,0,58
7,22,2,1,1,1,30,0,0,53
1,2,2,1,1,1,30,0,0,48
2,15,2,1,1,1,36,0,0,54
2,1,2,0,1,1,27,1,0,60
1,4,1,1,3,1,51,0,0,50
4,7,2,0,3,1,31,1,0,79
7,22,2,0,3,1,27,1,0,50
1,2,2,0,3,2,30,0,0,49
1,26,2,1,1,1,39,0,0,51
1,2,2,1,3,1,36,0,0,51
1,9,1,1,1,1,30,1,0,46
7,13,2,1,3,1,25,1,0,48
1,25,2,1,3,1,32,0,0,52
1,7,2,0,1,1,24,0,0,48
6,2,1,0,3,1,33,1,0,54
3,13,2,1,3,1,44,0,0,70
2,2,2,1,1,1,42,0,0,55
1,14,2,1,1,2,39,0,0,49
1,7,2,1,1,1,34,0,0,51
3,2,2,0,1,1,36,1,0,70
1,2,2,1,1,1,24,0,0,47
1,7,2,1,3,1,48,0,0,45
1,1,2,1,3,1,25,1,0,49
1,22,2,1,3,3,31,1,0,48
7,22,2,0,2,1,28,1,0,53
1,13,2,0,1,1,34,0,0,52
4,7,1,1,1,1,47,1,0,79
5,22,2,0,1,1,29,1,0,87
1,2,2,0,1,1,31,0,0,46
1,34,2,1,1,1,28,0,0,50
2,15,2,1,1,1,50,0,0,61
1,15,1,1,1,1,44,0,0,45
1,2,2,0,1,1,60,0,0,51
7,15,2,1,3,1,31,0,0,52
1,7,2,0,3,1,31,0,0,51
1,2,1,1,3,2,55,0,0,48
7,2,1,1,1,1,44,0,0,48
1,16,2,0,1,1,38,0,0,50
1,2,1,1,1,1,30,1,0,48
1,13,2,1,3,1,32,0,0,47
5,16,2,1,1,1,33,0,0,83
1,14,2,1,3,1,31,1,0,53
4,22,1,1,1,1,38,0,0,81
2,11,2,1,3,1,38,0,0,60
6,7,2,0,3,1,28,0,0,57
8,7,1,1,1,1,38,0,0,60
4,2,1,1,1,1,53,0,0,84
4,26,2,1,1,1,27,0,0,73
1,28,1,0,1,1,31,1,0,51
1,16,1,0,3,2,33,1,0,46
4,2,2,0,1,1,55,0,0,79
4,11,2,0,1,1,27,0,0,76
1,27,2,0,1,1,28,1,0,52
3,23,1,1,3,1,42,0,0,72
6,2,1,1,1,2,33,0,0,59
5,15,2,0,3,1,28,0,0,89
5,26,2,1,3,1,27,0,0,81
1,7,1,1,3,1,54,0,0,53
5,2,2,1,1,2,39,1,0,83
9,27,1,1,1,1,30,0,0,83
1,19,1,1,3,1,36,0,0,51
1,2,2,0,3,1,32,0,0,52
4,2,2,1,3,1,26,1,0,83
3,2,2,1,3,2,34,0,0,70
1,13,2,1,1,1,38,1,0,50
1,29,1,1,3,1,38,0,0,46
4,22,1,0,3,1,57,0,0,80
1,7,1,1,1,1,43,1,0,50
5,22,1,1,1,1,32,0,0,84
1,17,1,1,1,1,40,1,0,55
1,12,2,1,1,1,33,0,0,50
1,2,2,0,3,1,44,1,0,47
3,22,2,1,3,1,38,0,0,69
1,30,2,1,3,1,43,1,0,52
1,7,1,0,1,2,33,0,0,46
7,2,2,0,2,1,37,1,0,52
5,15,2,1,3,1,29,0,0,85
3,15,2,1,3,1,34,0,0,67
2,12,2,1,1,1,29,1,0,66
4,26,2,1,1,1,34,0,0,83
1,24,2,1,1,1,27,0,0,51
2,15,2,0,1,1,30,0,0,61
1,15,1,0,3,1,36,0,0,49
4,2,2,1,1,1,35,0,0,77
4,15,1,0,1,1,38,0,0,78
1,5,2,1,3,1,42,1,0,49
1,2,1,1,3,3,32,0,0,47
5,32,2,1,3,4,29,1,0,86
3,2,2,1,3,1,45,1,0,74
1,2,2,0,3,1,53,0,0,52
6,22,2,1,3,1,25,1,0,64
2,7,2,1,3,1,36,1,0,60
1,13,2,0,1,1,27,0,0,51
1,28,2,1,3,1,26,1,0,45
1,31,2,1,3,2,30,0,0,46
3,32,2,1,1,1,32,0,0,71
6,22,2,1,3,3,27,0,0,58
3,24,2,0,3,3,30,0,0,68
1,31,2,1,3,1,40,0,0,56
2,7,1,1,3,1,36,1,0,57
3,30,2,1,1,4,27,1,0,73
4,2,2,1,3,1,35,1,1,79
4,7,2,1,1,2,29,0,0,82
3,2,2,1,1,1,60,0,0,72
1,20,2,1,1,1,29,0,0,49
4,2,2,1,1,1,51,1,0,82
1,2,2,1,3,3,30,1,0,53
5,2,2,1,1,1,54,0,0,82
5,26,2,1,1,1,35,1,0,83
4,5,2,0,3,1,31,0,0,76
5,22,2,1,1,2,28,1,0,86
1,28,2,1,3,1,24,0,0,48
1,19,2,1,3,1,33,0,0,47
2,11,2,1,3,2,24,1,0,59
4,7,2,1,3,1,28,1,0,76
2,2,1,1,3,1,56,0,0,62
1,7,1,0,1,1,38,0,0,51
2,2,2,1,3,1,32,0,0,59
4,7,3,1,1,1,24,1,0,85
4,2,1,1,3,1,38,0,0,82
6,2,2,1,1,1,26,1,0,58
8,2,2,1,1,3,35,0,0,60
7,30,2,1,3,1,35,1,0,51
3,17,2,0,3,1,36,0,0,71
1,32,2,1,3,1,29,0,0,53
5,22,2,1,3,1,43,0,0,82
2,22,2,0,1,2,40,1,0,59
2,2,2,1,3,1,38,0,0,60
3,33,2,0,1,1,32,0,0,74
2,32,2,1,3,1,31,0,0,62
4,2,2,1,3,2,44,0,0,79
2,19,2,0,1,1,37,0,0,59
6,22,2,1,3,2,30,0,0,64
5,2,2,0,3,1,36,0,0,85
5,31,2,1,1,1,30,1,0,87
1,27,2,0,1,2,27,0,0,51
4,2,3,1,3,1,26,1,1,80
2,32,2,0,3,1,27,0,0,58
1,16,2,1,3,1,38,0,0,51
1,26,1,1,3,1,32,0,0,51
4,7,2,0,3,1,31,0,0,77
5,28,1,1,3,1,37,1,0,85
4,20,1,1,3,1,46,0,0,82
5,2,2,1,3,1,42,1,0,85
7,2,1,0,3,1,36,0,0,48
1,4,2,1,3,1,33,1,0,49
5,29,1,1,1,1,34,0,0,85
2,25,2,1,1,1,31,0,0,58
3,2,2,0,3,1,27,0,0,70
4,22,2,0,3,1,25,0,0,75
2,17,2,1,3,1,30,0,0,55
1,27,2,1,1,1,38,0,0,46
1,2,1,0,1,1,36,0,0,49
5,20,2,1,3,1,30,1,1,84
5,22,2,1,3,1,20,1,0,82
2,2,1,0,3,1,39,1,0,59
1,10,1,1,1,1,41,0,0,48
4,24,2,1,1,1,28,0,0,78
4,13,2,1,3,2,43,1,0,82
2,7,2,1,3,1,32,0,0,65
1,10,2,1,1,1,25,0,0,54
4,14,2,0,3,1,31,1,0,82
2,26,2,0,3,1,30,0,0,64
2,15,1,1,3,1,39,0,0,60
1,7,1,1,1,2,45,0,0,51
3,2,1,1,3,1,45,0,0,67
4,22,2,0,2,1,29,0,0,79
1,29,2,1,3,1,36,0,0,47
4,11,1,0,3,1,37,1,0,81
1,24,1,1,3,1,32,0,0,46
4,24,2,1,1,2,27,0,0,82
2,13,2,0,3,1,29,1,0,56
2,4,1,1,3,1,46,0,0,62
1,19,2,1,3,1,39,0,0,47
6,31,2,1,1,2,32,1,0,54
2,2,2,1,3,1,30,1,0,59
1,16,2,1,1,1,39,0,0,47
2,22,2,1,1,1,36,0,0,60
7,7,1,1,3,1,32,0,0,53
2,11,1,1,3,1,41,0,0,62
4,26,2,0,1,2,26,1,0,78
1,22,2,1,1,1,28,1,0,50
1,22,2,0,1,1,27,0,0,49
2,23,1,0,3,1,41,0,0,64
4,23,2,1,1,1,31,0,0,75
1,17,1,1,3,1,42,1,0,51
8,2,1,1,3,1,35,0,0,59
1,11,2,1,3,1,26,0,0,52
4,13,1,0,3,1,34,1,0,79
2,16,2,1,3,1,32,1,0,62
2,22,1,0,3,1,32,1,0,59
3,15,2,1,3,1,31,0,0,70
1,1,2,1,1,1,34,0,0,53
1,31,2,1,1,3,30,0,0,48
2,3,1,0,3,1,32,1,0,56
5,29,2,1,3,2,32,0,0,83
3,2,1,1,1,1,48,0,0,74
3,2,1,1,3,6,35,0,0,65
4,23,1,0,3,1,33,1,0,79
1,8,2,1,3,1,29,0,0,49
1,29,2,1,3,1,27,1,0,49
2,2,2,0,3,1,44,0,0,53
3,2,2,1,1,1,31,0,0,69
2,15,1,1,3,1,39,0,0,56
2,2,2,1,3,2,48,1,0,60
2,14,2,1,3,1,32,1,0,59
1,14,2,1,3,1,28,0,0,47
1,1,2,1,1,1,32,0,0,51
5,5,2,1,3,1,30,0,0,87
1,15,2,1,1,1,27,1,0,49
1,2,1,0,3,1,40,0,0,56
5,31,2,1,3,2,27,0,0,83
4,2,3,1,1,4,25,0,0,80
2,4,1,0,3,1,39,0,0,62
2,26,2,0,3,1,28,0,1,60
2,22,2,0,1,1,38,0,0,65
4,10,1,1,1,1,47,0,0,79
6,26,2,0,1,1,28,0,0,60
6,22,2,0,1,1,26,1,0,63
2,15,1,1,3,1,48,1,0,62
2,32,2,1,1,1,32,1,0,58
1,10,2,1,3,1,36,0,0,48
1,30,2,1,1,1,30,0,0,48
1,7,1,1,3,1,30,1,0,46
1,16,2,1,3,1,37,0,0,53
1,2,2,0,1,1,27,0,0,51
4,23,2,1,3,1,30,0,0,79
5,4,2,1,1,1,28,1,0,85
9,22,2,1,3,2,27,1,0,89
1,2,2,0,3,1,50,0,0,48
2,22,1,1,3,2,32,1,0,61
4,2,2,1,3,1,48,0,0,79
3,22,2,1,3,2,28,0,0,73
2,20,1,1,1,1,31,0,0,59
1,19,2,1,1,1,35,0,0,48
1,14,2,1,1,1,41,1,0,48
1,22,1,1,1,1,41,0,0,51
3,27,2,0,3,1,41,0,0,70
5,22,2,0,1,3,28,0,0,82
5,31,2,1,3,1,25,1,0,84
2,8,2,1,1,1,25,0,0,57
1,13,1,1,1,2,35,1,0,49
4,13,2,1,3,1,38,0,0,78
5,26,2,1,3,2,30,1,0,88
1,5,2,1,3,2,31,0,0,52
2,19,2,1,3,1,40,1,0,60
5,2,1,1,1,1,38,1,0,90
3,5,2,1,3,1,25,0,0,72
8,22,2,0,3,1,33,1,0,59
5,15,2,1,1,1,27,0,0,85
1,14,2,1,1,1,25,0,0,51
1,13,2,1,3,1,42,0,0,45
1,26,2,1,3,1,49,1,0,50
5,16,2,1,3,1,42,1,0,87
4,10,1,1,3,2,34,1,0,82
5,7,2,1,3,1,30,0,0,83
1,22,2,0,1,1,25,0,0,53
1,24,2,1,1,1,28,0,1,48
7,25,1,1,3,1,35,0,0,47
1,2,2,0,3,1,30,1,0,48
6,2,2,0,3,1,33,0,0,60
2,11,2,1,1,1,35,1,0,63
1,2,2,1,3,1,44,0,0,48
3,17,2,1,1,2,32,0,0,65
2,2,2,1,1,1,40,0,0,60
6,2,2,0,3,1,29,0,0,60
4,2,2,1,3,1,41,1,1,73
2,24,2,0,1,1,30,1,0,58
4,2,2,0,3,1,25,0,0,81
5,29,2,1,1,1,31,0,0,87
2,2,1,0,3,1,52,1,0,57
6,13,1,1,3,1,37,1,0,58
5,22,1,1,1,1,44,0,0,83
2,5,2,1,1,1,26,0,0,57
1,1,2,1,3,2,28,0,0,50
4,2,2,1,3,1,40,1,1,80
4,2,3,0,1,1,24,0,0,78
2,23,2,1,3,1,33,0,0,58
1,27,2,1,3,1,34,0,0,48
3,26,2,1,3,1,29,0,0,66
2,11,2,0,1,1,28,0,0,60
1,7,1,1,3,1,40,0,0,51
5,32,2,1,3,1,31,0,0,81
5,2,2,1,3,1,35,1,0,83
